,Estrada,Wiener,Gutman,Enthalpy reported by Gharagheizi,Cluster,State,Name
0,133.2199935,7100,26048,10960.52755,7,1,abietic acid
1,56.95313966,800,3203,6013.523824,6,2,acenaphthene
2,52.6500839,944,2873,3566.534587,6,3,acetal
3,15.32635766,42,90,1100.636618,4,1,acetaldehyde
4,20.10914047,86,208,999.5993241,4,2,acetamide
5,17.61600562,63,147,823.1190076,4,3,acetic acid
6,29.87656794,252,708,1681.27286,4,3,acetic anhydride
7,22.82566639,111,273,1657.438881,4,3,acetone
8,40.99780333,460,1531,3984.286528,6,3,acetophenone
9,35.12791618,336,938,2516.147699,4,3,acetylacetone
10,15.32635766,42,90,876.8793849,4,3,acetyl chloride
11,7.635733838,10,19,1258.844884,4,1,acetylene
12,17.39286127,65,155,1559.840624,4,3,acrolein
13,22.17518239,121,313,1384.309398,4,2,acrylamide
14,19.68228148,92,232,1311.055937,4,3,acrylic acid
15,47.30118265,710,2099,2604.60112,4,2,adipic acid
16,37.71450923,380,1055,2271.757488,4,3,adiponitrile
17,14.8807585,48,114,1853.144888,4,1,allene
18,34.66965409,366,1058,2554.158101,4,3,allyl acetate
19,22.40862665,116,293,1734.287726,4,3,allyl alcohol
20,24.91205546,148,382,1895.109112,4,3,allylamine
21,32.68722792,267,717,1816.009258,4,3,3-amino-1-propanol
22,52.98760731,780,2217,3231.566807,6,3,"2-amino-2,3-dimethylbutane"
23,52.98259362,822,2385,3245.960826,6,3,1-amino-2-ethylbutane
24,52.98256402,837,2445,3245.960826,6,3,1-amino-2-methylpentane
25,32.68792714,262,697,1809.339898,4,3,1-amino-2-propanol
26,52.98833872,777,2205,3222.337052,6,3,"2-amino-3,3-dimethyl butane"
27,52.982574,834,2433,3235.327625,6,3,1-amino-3-methylpentane
28,52.98544249,798,2289,3231.76148,6,3,3-amino-3-methylpentane
29,52.98396867,825,2397,3238.423167,6,3,2-amino-4-methylpentane
30,63.71877218,1638,6331,1379.408447,4,1,p-aminoazobenzene
31,63.9534194,1495,5659,3029.919557,6,1,p-aminodiphenylamine
32,42.45461701,562,1653,2215.720077,4,1,2-aminoethoxyethanol
33,52.98180343,858,2529,3239.943408,6,3,2-aminohexane
34,52.98182305,846,2481,3239.810872,6,3,3-aminohexane
35,55.28010935,1002,3018,3023.316605,6,2,6-aminohexanol
36,68.63402529,1552,5166,5983.435551,6,2,p-tert-amylphenol
37,55.5384287,1118,3829,5295.72267,6,3,anethole
38,33.49917713,268,880,2680.850428,4,3,aniline
39,38.47422964,403,1350,3616.614276,4,3,anisole
40,60.93056691,1094,4458,6848.889557,6,2,anthracene
41,60.93056691,1094,4458,6286.543268,6,2,anthraquinone
42,48.48263042,684,2245,2377.231019,4,1,ascorbic acid
43,69.89406415,1916,6068,4461.31576,6,2,azelaic acid
44,44.89782685,497,1873,5181.346077,6,1,azulene
45,33.49917713,268,880,3403.415941,4,3,benzaldehyde
46,28.71591914,174,570,3135.482794,4,3,benzene
47,35.58557248,328,1081,2553.99603,4,2,"1,2,3-benzenetriol"
48,35.78860371,330,1093,3115.702623,4,2,benzoic acid
49,31.00580153,220,723,2748.347922,4,3,benzonitrile
50,59.1701614,1187,4517,6311.138446,6,2,benzophenone
51,37.61707576,312,1201,4281.1945,6,2,benzothiophene
52,36.2159503,318,1041,3305.853913,4,3,benzotrichloride
53,36.2159503,318,1041,2725.581121,4,3,benzotrifluoride
54,33.49917713,268,880,3210.304479,4,3,benzoyl chloride
55,50.77647052,856,2931,4388.242632,6,3,benzyl acetate
56,38.51544296,383,1262,3543.022396,4,3,benzyl alcohol
57,41.01887837,450,1487,3057.288267,4,3,benzylamine
58,68.94905935,1908,7341,6707.569078,1,3,benzyl benzoate
59,36.2159503,318,1041,3579.274518,4,3,benzyl chloride
60,36.2159503,318,1041,3439.531162,4,3,benzyl dichloride
61,53.51405247,950,3248,4834.815878,6,3,benzyl ethyl ether
62,87.4349503,2365,8359,7077.902274,1,3,bicyclohexyl
63,81.55381165,2464,9002,7493.18689,1,2,bisphenol a
64,27.63934984,182,475,2392.687189,4,3,cis-1-bromo-1-butene
65,27.63934984,182,475,2392.687189,4,3,cis-1-bromo-1-butene
66,27.63934984,182,475,2392.687189,4,3,cis-1-bromo-1-butene
67,27.63934984,182,475,2392.687189,4,3,trans-1-bromo-1-butene
68,27.63934984,182,475,2393.772271,4,3,2-bromo-1-butene
69,27.63934984,182,475,2397.570701,4,3,3-bromo-1-butene
70,27.63934984,182,475,2399.860013,4,3,4-bromo-1-butene
71,42.70126059,527,1513,3615.423652,4,3,cis-1-bromo-1-hexene
72,42.70126059,527,1513,3615.423652,4,3,trans-1-bromo-1-hexene
73,35.17030018,326,898,3005.010243,4,3,2-bromo-1-pentene
74,35.17030018,326,898,3006.059677,4,3,3-bromo-1-pentene
75,35.17030018,326,898,3010.520482,4,3,4-bromo-1-pentene
76,35.17030018,326,898,3008.853555,4,3,5-bromo-1-pentene
77,20.10914047,86,208,1786.11507,4,3,cis-1-bromo-1-propene
78,20.10914047,86,208,1786.11507,4,3,trans-1-bromo-1-propene
79,20.10914047,86,208,1781.934979,4,3,2-bromo-1-propene
80,20.10914047,86,208,1796.079736,4,3,3-bromo-1-propene
81,48.1834664,613,1711,3726.377934,6,3,"1-bromo-2,2-dimethylbutane"
82,40.65244677,400,1072,3113.670319,4,3,"1-bromo-2,2-dimethylpropane"
83,48.1813295,622,1747,3729.993815,6,3,"1-bromo-2,3-dimethylbutane"
84,48.1813295,622,1747,3730.34711,6,3,"2-bromo-2,3-dimethylbutane"
85,48.17916469,640,1819,3729.808349,6,3,1-bromo-2-ethylbutane
86,35.14007377,320,874,3004.159473,4,3,4-bromo-2-methyl-1-butene
87,27.60983523,179,463,2378.619599,4,3,1-bromo-2-methyl-1-propene
88,27.60983523,179,463,2388.305395,4,3,3-bromo-2-methyl-1-propene
89,40.6481745,418,1144,3116.60341,4,3,1-bromo-2-methylbutane
90,40.6481745,418,1144,3111.020639,4,3,2-bromo-2-methylbutane
91,48.17913526,649,1855,3729.808349,6,3,1-bromo-2-methylpentane
92,48.17913526,649,1855,3732.676405,6,3,2-bromo-2-methylpentane
93,48.17913526,649,1855,3728.529766,6,3,3-bromo-2-methylpentane
94,33.11718457,250,649,2505.699521,4,3,1-bromo-2-methylpropane
95,33.11718457,250,649,2495.689807,4,3,2-bromo-2-methylpropane
96,35.13796656,338,946,3001.966416,4,3,1-bromo-trans-2-pentene
97,48.1834664,613,1711,3737.248799,6,3,"1-bromo-3,3-dimethylbutane"
98,48.1834664,613,1711,3729.803711,6,3,"2-bromo-3,3-dimethylbutane"
99,35.17172376,314,850,2996.240235,4,3,2-bromo-3-methyl-1-butene
100,35.10848035,326,898,2992.103654,4,3,1-bromo-3-methyl-2-butene
101,35.10848035,326,898,2985.095311,4,3,2-bromo-3-methyl-2-butene
102,40.6481745,418,1144,3118.657936,4,3,1-bromo-3-methylbutane
103,40.6481745,418,1144,3113.299904,4,3,2-bromo-3-methylbutane
104,48.17916469,640,1819,3732.906979,6,3,1-bromo-3-methylpentane
105,48.17916469,640,1819,3732.379825,6,3,2-bromo-3-methylpentane
106,48.17916469,640,1819,3730.697689,6,3,3-bromo-3-methylpentane
107,48.17913526,649,1855,3732.906979,6,3,1-bromo-4-methylpentane
108,48.17913526,649,1855,3735.261196,6,3,2-bromo-4-methylpentane
109,28.71591914,174,570,3019.922699,4,3,bromobenzene
110,33.1150492,259,685,2508.289893,4,3,1-bromobutane
111,33.1150492,259,685,2499.464947,4,3,2-bromobutane
112,10.52439138,16,28,57.47824976,4,1,bromochlorodifluoromethane
113,78.30081219,2446,7831,6190.667534,1,3,1-bromodecane
114,168.6723382,20428,72667,13494.33564,3,2,1-bromodocosane
115,93.36273319,3943,12997,7413.031832,1,3,1-bromododecane
116,243.9819432,58513,215137,19601.59316,2,2,1-bromodotriacontane
117,153.6104172,15691,55261,12276.80094,7,2,1-bromoeicosane
118,18.05315842,58,127,1292.631943,4,3,bromoethane
119,10.52439138,16,28,447.1809862,4,3,bromoform
120,161.1413777,17956,63568,12885.31497,7,2,1-bromoheneicosane
121,236.4509827,53476,196138,18990.38437,2,2,1-bromohentriacontane
122,206.3271407,36208,131302,16545.79513,3,2,1-bromoheptacosane
123,131.0175357,10048,34732,10453.70975,7,2,1-bromoheptadecane
124,55.7079307,988,2962,4348.881337,6,3,1-bromoheptane
125,281.6367457,88468,328672,22659.52787,5,2,1-bromoheptatriacontane
126,198.7961802,32566,117703,15934.88391,3,2,1-bromohexacosane
127,123.4865752,8521,29233,9846.386494,7,3,1-bromohexadecane
128,48.1769702,676,1963,3734.115968,6,3,1-bromohexane
129,48.1769702,676,1963,3736.419493,6,3,2-bromohexane
130,48.1769702,676,1963,3734.12411,6,3,3-bromohexane
131,274.1057852,81811,303373,22047.41902,5,2,1-bromohexatriacontane
132,44.8232429,505,1905,4895.503293,6,3,1-bromonaphthalene
133,221.3890617,44284,161560,17768.00388,2,2,1-bromononacosane
134,146.0794567,13624,47710,11668.759,7,2,1-bromononadecane
135,70.76985169,1864,5860,5577.655608,6,3,1-bromononane
136,296.6986667,102844,383410,23885.30535,5,2,1-bromononatriacontane
137,213.8581012,40111,145909,17156.85711,3,2,1-bromooctacosane
138,138.5484962,11746,40879,11061.10643,7,2,1-bromooctadecane
139,63.23889119,1381,4249,4963.600774,6,3,1-bromooctane
140,289.1677062,95476,355339,23272.11518,5,2,1-bromooctatriacontane
141,191.2652197,29176,105076,15324.20192,3,2,1-bromopentacosane
142,115.9556147,7156,24346,9238.912361,7,3,1-bromopentadecane
143,40.6460097,436,1216,3120.192932,4,3,1-bromopentane
144,40.6460097,436,1216,3115.654746,4,3,2-bromopentane
145,40.6460097,436,1216,3114.516735,4,3,3-bromopentane
146,266.5748247,75496,279406,21435.67042,5,2,1-bromopentatriacontane
147,25.58408897,136,334,1899.881899,4,3,1-bromopropane
148,25.58408897,136,334,1886.911974,4,3,2-bromopropane
149,304.2296272,110581,412921,24499.22415,5,2,1-bromotetracontane
150,183.7342592,26029,93385,14713.83259,3,2,1-bromotetracosane
151,108.4246542,5944,20035,8631.034216,1,3,1-bromotetradecane
152,259.0438642,69514,256735,20824.17471,2,2,1-bromotetratriacontane
153,36.2159503,318,1041,3607.386131,4,2,p-bromotoluene
154,228.9200222,48736,178291,18379.18794,2,2,1-bromotriacontane
155,176.2032987,23116,82594,14103.85532,3,2,1-bromotricosane
156,100.8936937,4876,16264,8022.489483,1,3,1-bromotridecane
157,10.52439138,16,28,271.7899368,4,1,bromotrifluoromethane
158,251.5129037,63856,235324,20212.83986,2,2,1-bromotritriacontane
159,85.83177269,3136,10198,6802.462682,1,3,1-bromoundecane
160,22.37866309,123,321,2455.674934,4,1,"1,2-butadiene"
161,33.1150492,259,685,2642.482531,4,1,butane
162,37.7152149,372,1023,2293.510497,4,3,"1,2-butanediol"
163,37.71521174,373,1027,2274.991775,4,3,"1,3-butanediol"
164,37.71450923,380,1055,2259.297488,4,3,"1,4-butanediol"
165,35.41477921,316,858,2470.301617,4,3,butanol
166,35.4154817,310,834,2454.624758,4,3,sec-butanol
167,35.41831043,298,786,2428.228783,4,2,tert-butanol
168,27.63934984,182,475,2532.968025,4,1,1-butene
169,27.60775693,188,499,2513.584431,4,1,cis-2-butene
170,27.60775693,188,499,2513.584431,4,1,trans-2-butene
171,32.20672946,291,813,2174.657055,4,3,"cis-2-butene-1,4-diol"
172,32.20672946,291,813,2174.657055,4,2,"trans-2-butene-1,4-diol"
173,27.18088831,197,535,1896.003572,4,3,cis-2-butenoic acid
174,27.18088831,197,535,1896.003572,4,2,trans-2-butenoic acid
175,52.71312192,945,2877,3575.09304,6,3,2-butoxyethanol
176,60.31179963,1126,3328,4156.272116,6,1,"2-sec-butyl-1,3-propanediol"
177,47.67581322,741,2223,3292.31854,4,3,butyl acetate
178,47.67653491,705,2079,3274.894966,4,3,sec-butyl acetate
179,47.67938266,678,1971,3260.743452,4,3,tert-butyl acetate
180,49.74207962,872,2668,3772.43522,6,3,butyl acrylate
181,37.91845834,375,1035,2444.944173,4,3,butylamine
182,58.80809039,1128,3822,5579.83622,6,3,butylbenzene
183,58.80955339,1068,3558,5576.417759,6,3,sec-butylbenzene
184,58.81313299,1029,3390,5580.177996,6,3,tert-butylbenzene
185,65.84840202,1710,6001,5612.51268,6,3,butyl benzoate
186,62.73696339,1524,4821,4513.58382,6,3,butyl butanoate
187,62.73768507,1452,4533,4501.112859,6,3,sec-butyl butanoate
188,62.74053283,1407,4353,4486.795718,6,3,tert-butyl butanoate
189,63.39290094,1300,4312,5252.059761,6,1,p-tert-butylcatechol
190,75.33690544,1833,6084,6111.474863,1,3,butylcyclohexane
191,67.91425133,1403,4610,5518.460679,6,3,butylcyclopentane
192,67.91883223,1313,4214,5510.622479,6,3,sec-butylcyclopentane
193,67.92081182,1277,4070,5494.09901,6,3,tert-butylcyclopentane
194,62.36473916,1204,3996,5378.987247,6,3,1-butylcyclopentene
195,125.7229833,9316,32214,10296.32163,7,3,butyl dodecyl sulfide
196,60.18175559,1400,4424,3551.98495,6,1,butyl ethyl sulfate
197,42.70626375,482,1333,2471.890293,4,3,tert-butylformamide
198,40.17789882,462,1320,2711.34136,4,3,butyl formate
199,40.17862025,444,1248,2697.35673,4,3,sec-butyl formate
200,40.18146775,426,1176,2685.976104,4,3,tert-butyl formate
201,85.84055437,2614,8110,6913.364369,1,3,4-tert-butylheptane
202,88.06818079,3571,11799,7253.923097,1,3,butyl heptyl sulfide
203,80.5372203,2818,9192,6640.669514,1,3,butyl hexyl sulfide
204,37.69482027,388,1087,2513.945084,4,1,butyl isocyanate
205,35.41477921,316,858,2648.905043,4,3,butyl isocyanide
206,35.4154817,310,834,2656.554643,4,3,sec-butyl isocyanide
207,35.41831043,298,786,2649.613411,4,3,tert-butyl isocyanide
208,35.41477921,316,858,2954.935925,4,3,butyl mercaptan
209,35.4154817,310,834,2955.516331,4,3,sec-butyl mercaptan
210,35.41831043,298,786,2940.024966,4,3,tert-butyl mercaptan
211,57.24206277,1238,3871,4369.497727,6,2,butyl methacrylate
212,49.93549432,886,2724,3153.292609,4,1,butyl methyl sulfite
213,74.91543379,1987,7293,7443.411974,1,3,1-butylnaphthalene
214,74.91541434,2059,7629,7443.411974,1,3,2-butylnaphthalene
215,74.91689697,1891,6861,7436.649971,1,2,1-sec-butylnaphthalene
216,74.91687734,1963,7197,7436.649971,1,2,2-sec-butylnaphthalene
217,74.92047674,1834,6609,7438.66315,1,3,1-tert-butylnaphthalene
218,74.92045694,1906,6945,7438.66315,1,3,2-tert-butylnaphthalene
219,100.3917658,5214,17616,7572.63785,1,3,butyl nonanoate
220,93.37151487,3286,10369,7527.111773,1,3,4-tert-butyloctane
221,95.59914129,4444,14850,7865.693212,1,3,butyl octyl sulfide
222,73.0062598,2176,6993,6026.379191,1,3,butyl pentyl sulfide
223,61.09798226,1252,4239,5381.393443,6,3,2-butylphenol
224,61.09797287,1264,4287,5381.393443,6,2,3-butylphenol
225,61.09797279,1276,4335,5381.393443,6,3,4-butylphenol
226,61.09944534,1186,3951,5374.287819,6,3,2-sec-butylphenol
227,61.09943587,1198,3999,5374.287819,6,2,3-sec-butylphenol
228,61.09943578,1210,4047,5374.287819,6,2,4-sec-butylphenol
229,61.10302503,1144,3771,5366.555247,6,3,2-tert-butylphenol
230,61.10301547,1156,3819,5366.555247,6,2,3-tert-butylphenol
231,61.10301539,1168,3867,5366.555247,6,2,4-tert-butylphenol
232,55.20601314,1092,3378,3900.037309,6,3,butyl propanoate
233,55.20958258,1002,3018,3867.34434,6,3,tert-butyl propanoate
234,168.1704103,21117,75423,13034.5421,3,2,butyl stearate
235,70.2679238,2046,6588,5127.130395,6,3,butyl valerate
236,44.95976464,646,1918,3593.101167,4,3,butyl vinyl ether
237,27.16967415,212,595,2057.648428,4,2,"2-butyne-1,4-diol"
238,30.38749793,216,564,2303.957009,4,3,butyraldehyde
239,32.67715552,270,729,2024.116741,4,3,butyric acid
240,59.9988681,1416,4488,4133.880007,6,3,butyric anhydride
241,29.74396674,160,493,1894.697481,4,3,gamma-butyrolactone
242,27.88381889,175,447,2194.50768,4,3,butyronitrile
243,67.10901583,1133,3847,5823.683026,6,2,camphene
244,69.86153677,1206,4048,5562.459156,6,2,camphor
245,5.356367113,4,6,1075.617431,4,3,carbon disulfide
246,10.52439138,16,28,361.5730697,4,2,carbon tetrabromide
247,10.52439138,16,28,539.9721872,4,1,carbon tetrafluoride
248,18.05315842,58,127,620.2911248,4,1,"1-chloro-1,1-difluoroethane"
249,12.61055265,29,61,575.5476316,4,1,"2-chloro-1,1-difluoroethylene"
250,18.05315842,58,127,651.9037222,4,1,"1-chloro-1,2-difluoroethane"
251,27.63934984,182,475,2367.109125,4,3,cis-1-chloro-1-butene
252,27.63934984,182,475,2367.109125,4,3,trans-1-chloro-1-butene
253,27.63934984,182,475,2373.309546,4,3,2-chloro-1-butene
254,27.63934984,182,475,2366.924453,4,3,3-chloro-1-butene
255,27.63934984,182,475,2372.001303,4,3,4-chloro-1-butene
256,18.05315842,58,127,954.6028223,4,1,1-chloro-1-fluoroethane
257,42.70126059,527,1513,3586.765156,4,3,trans-1-chloro-1-hexene
258,57.76318158,1136,3463,4816.487737,6,3,cis-1-chloro-1-octene
259,57.76318158,1136,3463,4816.487737,6,3,trans-1-chloro-1-octene
260,35.17030018,326,898,2983.481023,4,3,2-chloro-1-pentene
261,35.17030018,326,898,2974.458584,4,3,3-chloro-1-pentene
262,35.17030018,326,898,2984.209444,4,3,4-chloro-1-pentene
263,35.17030018,326,898,2980.784272,4,3,5-chloro-1-pentene
264,20.10914047,86,208,1765.572838,4,3,cis-1-chloro-1-propene
265,20.10914047,86,208,1765.572838,4,3,trans-1-chloro-1-propene
266,20.10914047,86,208,1762.713362,4,1,2-chloro-1-propene
267,20.10914047,86,208,1763.562602,4,3,3-chloro-1-propene
268,48.1834664,613,1711,3696.48027,6,3,"1-chloro-2,2-dimethylbutane"
269,40.65244677,400,1072,3084.168208,4,3,"1-chloro-2,2-dimethylpropane"
270,48.1813295,622,1747,3700.623949,6,3,"1-chloro-2,3-dimethylbutane"
271,48.1813295,622,1747,3704.368616,6,3,"2-chloro-2,3-dimethylbutane"
272,38.28243524,386,1270,1597.585823,4,2,"1-chloro-2,4-dinitrobenzene"
273,35.14007377,320,874,2975.514302,4,3,3-chloro-2-ethyl-1-propene
274,18.05315842,58,127,947.3309586,4,3,1-chloro-2-fluoroethane
275,35.14007377,320,874,2974.649834,4,3,3-chloro-2-methyl-1-butene
276,27.60983523,179,463,2357.918167,4,3,1-chloro-2-methyl-1-propene
277,27.60983523,179,463,2364.96884,4,3,3-chloro-2-methyl-1-propene
278,40.6481745,418,1144,3087.671481,4,3,1-chloro-2-methylbutane
279,40.6481745,418,1144,3086.284027,4,3,2-chloro-2-methylbutane
280,48.17913526,649,1855,3699.948805,6,3,1-chloro-2-methylpentane
281,48.17913526,649,1855,3708.424388,6,3,2-chloro-2-methylpentane
282,48.17913526,649,1855,3698.972811,6,3,3-chloro-2-methylpentane
283,33.11718457,250,649,2477.665157,4,3,1-chloro-2-methylpropane
284,33.11718457,250,649,2472.640807,4,3,2-chloro-2-methylpropane
285,48.1834664,613,1711,3709.886441,6,3,"1-chloro-3,3-dimethylbutane"
286,35.17172376,314,850,2969.193859,4,3,trans-1-chloro-3-methyl-1-butene
287,35.17172376,314,850,2976.910847,4,3,2-chloro-3-methyl-1-butene
288,35.17172376,314,850,2976.177935,4,3,3-chloro-3-methyl-1-butene
289,35.17172376,314,850,2976.466492,4,3,4-chloro-3-methyl-1-butene
290,35.10848035,326,898,2978.492372,4,3,1-chloro-3-methyl-2-butene
291,35.10848035,326,898,2959.661333,4,3,2-chloro-3-methyl-2-butene
292,40.6481745,418,1144,3091.013098,4,3,1-chloro-3-methylbutane
293,40.6481745,418,1144,3085.696065,4,3,2-chloro-3-methylbutane
294,48.17916469,640,1819,3703.91399,6,3,1-chloro-3-methylpentane
295,48.17916469,640,1819,3704.061914,6,3,2-chloro-3-methylpentane
296,48.17916469,640,1819,3704.404659,6,3,3-chloro-3-methylpentane
297,40.99920847,448,1471,1698.667139,4,1,4-chloro-3-nitrobenzotrifluoride
298,48.17913526,649,1855,3703.91399,6,3,1-chloro-4-methylpentane
299,48.17913526,649,1855,3707.927374,6,3,2-chloro-4-methylpentane
300,15.32635766,42,90,947.3151113,4,1,chloroacetaldehyde
301,17.61600562,63,147,661.3323931,4,2,chloroacetic acid
302,15.32635766,42,90,746.9102146,4,3,chloroacetyl chloride
303,33.49917713,268,880,2539.729236,4,3,m-chloroaniline
304,33.49917713,268,880,2539.729236,4,2,p-chloroaniline
305,28.71591914,174,570,2974.85944,4,3,chlorobenzene
306,36.2159503,318,1041,2581.943775,4,3,p-chlorobenzotrifluoride
307,33.49917713,268,880,3026.285446,4,3,m-chlorobenzoyl chloride
308,33.1150492,259,685,2481.626326,4,3,1-chlorobutane
309,33.1150492,259,685,2473.832986,4,3,2-chlorobutane
310,78.30081219,2446,7831,6157.564362,1,3,1-chlorodecane
311,10.52439138,16,28,31.59812308,4,1,chlorodifluoromethane
312,168.6723382,20428,72667,13471.26605,3,2,1-chlorodocosane
313,93.36273319,3943,12997,7379.924018,1,3,1-chlorododecane
314,243.9819432,58513,215137,19571.31635,2,2,1-chlorodotriacontane
315,153.6104172,15691,55261,12252.06688,7,2,1-chloroeicosane
316,20.35287863,82,192,1080.581961,4,3,2-chloroethanol
317,10.52439138,16,28,381.0831404,4,3,chloroform
318,161.1413777,17956,63568,12861.52424,7,2,1-chloroheneicosane
319,236.4509827,53476,196138,18961.77325,2,2,1-chlorohentriacontane
320,206.3271407,36208,131302,16522.19416,3,2,1-chloroheptacosane
321,131.0175357,10048,34732,10425.33167,7,2,1-chloroheptadecane
322,55.7079307,988,2962,4318.219858,6,3,1-chloroheptane
323,281.6367457,88468,328672,22620.23346,5,2,1-chloroheptatriacontane
324,198.7961802,32566,117703,15911.95874,3,2,1-chlorohexacosane
325,123.4865752,8521,29233,9816.739271,7,3,1-chlorohexadecane
326,48.1769702,676,1963,3704.735546,6,3,1-chlorohexane
327,48.1769702,676,1963,3708.669054,6,3,2-chlorohexane
328,48.1769702,676,1963,3705.550701,6,3,3-chlorohexane
329,274.1057852,81811,303373,22009.91097,5,2,1-chlorohexatriacontane
330,44.8232429,505,1905,4851.02324,6,3,1-chloronaphthalene
331,33.49917713,268,880,2291.804122,4,2,m-chloronitrobenzene
332,33.49917713,268,880,2291.804122,4,2,p-chloronitrobenzene
333,221.3890617,44284,161560,17742.29901,2,2,1-chlorononacosane
334,146.0794567,13624,47710,11642.90626,7,2,1-chlorononadecane
335,70.76985169,1864,5860,5545.068798,6,3,1-chlorononane
336,296.6986667,102844,383410,23842.64791,5,2,1-chlorononatriacontane
337,213.8581012,40111,145909,17132.32074,3,2,1-chlorooctacosane
338,138.5484962,11746,40879,11034.01706,7,2,1-chlorooctadecane
339,63.23889119,1381,4249,4931.845183,6,3,1-chlorooctane
340,289.1677062,95476,355339,23231.09743,5,2,1-chlorooctatriacontane
341,191.2652197,29176,105076,15301.67345,3,2,1-chloropentacosane
342,115.9556147,7156,24346,9208.089329,7,3,1-chloropentadecane
343,18.05315842,58,127,334.5458053,4,1,chloropentafluoroethane
344,40.6460097,436,1216,3092.18325,4,3,1-chloropentane
345,40.6460097,436,1216,3089.094054,4,3,2-chloropentane
346,40.6460097,436,1216,3086.705316,4,3,3-chloropentane
347,266.5748247,75496,279406,21399.98718,5,2,1-chloropentatriacontane
348,31.00580153,220,723,2771.641535,4,2,m-chlorophenol
349,31.00580153,220,723,2771.641535,4,2,p-chlorophenol
350,25.58408897,136,334,1874.414166,4,3,1-chloropropane
351,25.58408897,136,334,1863.658466,4,3,2-chloropropane
352,304.2296272,110581,412921,24455.02744,5,2,1-chlorotetracontane
353,183.7342592,26029,93385,14691.41085,3,2,1-chlorotetracosane
354,108.4246542,5944,20035,8599.200617,1,3,1-chlorotetradecane
355,259.0438642,69514,256735,20790.32648,2,2,1-chlorotetratriacontane
356,36.2159503,318,1041,3579.753462,4,3,p-chlorotoluene
357,36.2159503,318,1041,3579.753462,4,3,m-chlorotoluene
358,228.9200222,48736,178291,18352.11311,2,2,1-chlorotriacontane
359,176.2032987,23116,82594,14081.24966,3,2,1-chlorotricosane
360,100.8936937,4876,16264,7989.876098,1,3,1-chlorotridecane
361,12.61055265,29,61,281.629856,4,1,chlorotrifluoroethylene
362,10.52439138,16,28,310.5193586,4,1,chlorotrifluoromethane
363,251.5129037,63856,235324,20180.80524,2,2,1-chlorotritriacontane
364,85.83177269,3136,10198,6769.184985,1,3,1-chloroundecane
365,77.03791686,1959,8327,8720.863658,1,2,chrysene
366,34.25402484,350,994,1970.856236,4,1,citraconic acid
367,49.16563006,772,2268,1941.302514,4,1,citric acid
368,38.50583277,382,1254,3532.630584,4,3,m-cresol
369,38.50583269,385,1266,3532.630584,4,2,p-cresol
370,24.89146801,152,398,2159.998894,4,3,trans-crotonaldehyde
371,51.27857319,756,2499,4961.79926,6,3,cumene
372,79.26392925,2244,8197,7675.979769,1,2,p-cumylphenol
373,30.70244625,160,472,2512.448191,4,1,cyclobutane
374,25.14706926,103,310,2384.00594,4,1,cyclobutene
375,75.30961218,1705,5680,6147.741114,1,3,cyclodecane
376,90.37152605,2784,9480,7385.523732,1,1,cyclododecane
377,128.0263285,7208,25466,10431.54007,7,1,cycloheptadecane
378,52.72070595,658,2086,4304.066769,6,3,cycloheptane
379,36.21721524,304,1000,3869.256104,4,3,"1,3,5-cycloheptatriene"
380,120.495368,6112,21472,9833.180298,7,1,cyclohexadecane
381,34.20265584,249,796,3391.565638,4,3,"1,3-cyclohexadiene"
382,45.21081733,447,1392,3698.88263,6,3,cyclohexane
383,59.39988531,1002,3230,3613.882609,6,2,"1,4-cyclohexanedicarboxylic acid"
384,47.51126651,520,1629,3498.37995,6,3,cyclohexanol
385,42.45036511,392,1227,3293.05812,4,3,cyclohexanone
386,47.02054526,550,1757,2828.155607,4,2,cyclohexanone oxime
387,39.70095496,340,1070,3536.768784,4,3,cyclohexene
388,50.01568403,595,1870,3096.564962,4,3,cyclohexylamine
389,70.90535576,1528,5533,6569.631181,1,3,cyclohexylbenzene
390,49.7913171,612,1942,3121.049384,4,1,cyclohexyl isocyanate
391,143.0882495,9823,35074,11602.44885,7,3,cyclononadecane
392,67.77871091,1278,4194,5530.028885,6,3,cyclononane
393,135.557289,8469,30096,11021.75957,7,1,cyclooctadecane
394,49.23058214,628,2068,4621.527697,6,3,"1,5-cyclooctadiene"
395,60.24823187,944,3056,4914.974139,6,3,cyclooctane
396,38.25906335,376,1272,4378.154523,6,3,"1,3,5,7-cyclooctatetraene"
397,112.9644075,5100,17790,9228.055609,1,1,cyclopentadecane
398,26.76734932,132,414,2808.141404,4,3,cyclopentadiene
399,37.78799283,275,830,3101.090085,4,3,cyclopentane
400,40.08849698,331,1009,3389.618831,4,3,cyclopentanethiol
401,35.02427263,234,711,2714.621911,4,3,cyclopentanone
402,32.27165071,196,600,2956.617379,4,3,cyclopentene
403,24.55252001,75,210,1934.795647,4,1,cyclopropane
404,105.433447,4235,14672,8617.519521,1,1,cyclotetradecane
405,97.90248649,3445,11830,8002.903525,1,3,cyclotridecane
406,82.84056619,2189,7370,6766.693581,1,3,cycloundecane
407,58.77860461,1080,3582,5560.69682,6,3,m-cymene
408,58.77860436,1107,3690,5560.69682,6,3,p-cymene
409,64.2901634,1274,4176,5818.319916,6,3,d-limonene
410,72.37307793,1366,4747,5884.699926,6,3,cis-decahydronaphthalene
411,72.37307793,1366,4747,5884.699926,6,3,trans-decahydronaphthalene
412,75.57326083,2250,7170,5981.640828,1,3,decanal
